X [mm], Y [mm], Z [mm], Heading [degrees], Filename, Grid X, Grid Y, Grid Z
2100, 0, 200, 0, im_017_001_004.png, 16, 0, 3
2200, 0, 200, 0, im_018_001_004.png, 17, 0, 3
2300, 0, 200, 0, im_019_001_004.png, 18, 0, 3
2400, 0, 200, 0, im_020_001_004.png, 19, 0, 3
2500, 0, 200, 0, im_021_001_004.png, 20, 0, 3
2600, 0, 200, 0, im_022_001_004.png, 21, 0, 3
2700, 0, 200, 0, im_023_001_004.png, 22, 0, 3
2800, 0, 200, 0, im_024_001_004.png, 23, 0, 3
500, 100, 200, 0, im_001_002_004.png, 0, 1, 3
2100, 100, 200, 0, im_017_002_004.png, 16, 1, 3
2200, 100, 200, 0, im_018_002_004.png, 17, 1, 3
2300, 100, 200, 0, im_019_002_004.png, 18, 1, 3
2400, 100, 200, 0, im_020_002_004.png, 19, 1, 3
2500, 100, 200, 0, im_021_002_004.png, 20, 1, 3
2600, 100, 200, 0, im_022_002_004.png, 21, 1, 3
2700, 100, 200, 0, im_023_002_004.png, 22, 1, 3
2800, 100, 200, 0, im_024_002_004.png, 23, 1, 3
500, 200, 200, 0, im_001_003_004.png, 0, 2, 3
2200, 200, 200, 0, im_018_003_004.png, 17, 2, 3
2300, 200, 200, 0, im_019_003_004.png, 18, 2, 3
2400, 200, 200, 0, im_020_003_004.png, 19, 2, 3
2500, 200, 200, 0, im_021_003_004.png, 20, 2, 3
2600, 200, 200, 0, im_022_003_004.png, 21, 2, 3
2700, 200, 200, 0, im_023_003_004.png, 22, 2, 3
2800, 200, 200, 0, im_024_003_004.png, 23, 2, 3
500, 300, 200, 0, im_001_004_004.png, 0, 3, 3
2700, 300, 200, 0, im_023_004_004.png, 22, 3, 3
2800, 300, 200, 0, im_024_004_004.png, 23, 3, 3
500, 400, 200, 0, im_001_005_004.png, 0, 4, 3
2700, 400, 200, 0, im_023_005_004.png, 22, 4, 3
2800, 400, 200, 0, im_024_005_004.png, 23, 4, 3
500, 500, 200, 0, im_001_006_004.png, 0, 5, 3
600, 500, 200, 0, im_002_006_004.png, 1, 5, 3
2700, 500, 200, 0, im_023_006_004.png, 22, 5, 3
2800, 500, 200, 0, im_024_006_004.png, 23, 5, 3
500, 600, 200, 0, im_001_007_004.png, 0, 6, 3
600, 600, 200, 0, im_002_007_004.png, 1, 6, 3
2700, 600, 200, 0, im_023_007_004.png, 22, 6, 3
2800, 600, 200, 0, im_024_007_004.png, 23, 6, 3
500, 700, 200, 0, im_001_008_004.png, 0, 7, 3
600, 700, 200, 0, im_002_008_004.png, 1, 7, 3
700, 700, 200, 0, im_003_008_004.png, 2, 7, 3
800, 700, 200, 0, im_004_008_004.png, 3, 7, 3
2700, 700, 200, 0, im_023_008_004.png, 22, 7, 3
2800, 700, 200, 0, im_024_008_004.png, 23, 7, 3
500, 800, 200, 0, im_001_009_004.png, 0, 8, 3
600, 800, 200, 0, im_002_009_004.png, 1, 8, 3
700, 800, 200, 0, im_003_009_004.png, 2, 8, 3
800, 800, 200, 0, im_004_009_004.png, 3, 8, 3
900, 800, 200, 0, im_005_009_004.png, 4, 8, 3
1000, 800, 200, 0, im_006_009_004.png, 5, 8, 3
1100, 800, 200, 0, im_007_009_004.png, 6, 8, 3
1200, 800, 200, 0, im_008_009_004.png, 7, 8, 3
1300, 800, 200, 0, im_009_009_004.png, 8, 8, 3
1400, 800, 200, 0, im_010_009_004.png, 9, 8, 3
1500, 800, 200, 0, im_011_009_004.png, 10, 8, 3
1600, 800, 200, 0, im_012_009_004.png, 11, 8, 3
2800, 800, 200, 0, im_024_009_004.png, 23, 8, 3
500, 900, 200, 0, im_001_010_004.png, 0, 9, 3
600, 900, 200, 0, im_002_010_004.png, 1, 9, 3
700, 900, 200, 0, im_003_010_004.png, 2, 9, 3
800, 900, 200, 0, im_004_010_004.png, 3, 9, 3
900, 900, 200, 0, im_005_010_004.png, 4, 9, 3
1000, 900, 200, 0, im_006_010_004.png, 5, 9, 3
1100, 900, 200, 0, im_007_010_004.png, 6, 9, 3
1200, 900, 200, 0, im_008_010_004.png, 7, 9, 3
1300, 900, 200, 0, im_009_010_004.png, 8, 9, 3
1400, 900, 200, 0, im_010_010_004.png, 9, 9, 3
1500, 900, 200, 0, im_011_010_004.png, 10, 9, 3
1600, 900, 200, 0, im_012_010_004.png, 11, 9, 3
2800, 900, 200, 0, im_024_010_004.png, 23, 9, 3
500, 1000, 200, 0, im_001_011_004.png, 0, 10, 3
600, 1000, 200, 0, im_002_011_004.png, 1, 10, 3
700, 1000, 200, 0, im_003_011_004.png, 2, 10, 3
500, 1100, 200, 0, im_001_012_004.png, 0, 11, 3
600, 1100, 200, 0, im_002_012_004.png, 1, 11, 3
700, 1100, 200, 0, im_003_012_004.png, 2, 11, 3
500, 1200, 200, 0, im_001_013_004.png, 0, 12, 3
600, 1200, 200, 0, im_002_013_004.png, 1, 12, 3
700, 1200, 200, 0, im_003_013_004.png, 2, 12, 3
500, 1300, 200, 0, im_001_014_004.png, 0, 13, 3
600, 1300, 200, 0, im_002_014_004.png, 1, 13, 3
700, 1300, 200, 0, im_003_014_004.png, 2, 13, 3
800, 1300, 200, 0, im_004_014_004.png, 3, 13, 3
2800, 1300, 200, 0, im_024_014_004.png, 23, 13, 3
500, 1400, 200, 0, im_001_015_004.png, 0, 14, 3
600, 1400, 200, 0, im_002_015_004.png, 1, 14, 3
700, 1400, 200, 0, im_003_015_004.png, 2, 14, 3
800, 1400, 200, 0, im_004_015_004.png, 3, 14, 3
2700, 1400, 200, 0, im_023_015_004.png, 22, 14, 3
2800, 1400, 200, 0, im_024_015_004.png, 23, 14, 3
500, 1500, 200, 0, im_001_016_004.png, 0, 15, 3
600, 1500, 200, 0, im_002_016_004.png, 1, 15, 3
700, 1500, 200, 0, im_003_016_004.png, 2, 15, 3
800, 1500, 200, 0, im_004_016_004.png, 3, 15, 3
1900, 1500, 200, 0, im_015_016_004.png, 14, 15, 3
2600, 1500, 200, 0, im_022_016_004.png, 21, 15, 3
2700, 1500, 200, 0, im_023_016_004.png, 22, 15, 3
2800, 1500, 200, 0, im_024_016_004.png, 23, 15, 3
500, 1600, 200, 0, im_001_017_004.png, 0, 16, 3
600, 1600, 200, 0, im_002_017_004.png, 1, 16, 3
700, 1600, 200, 0, im_003_017_004.png, 2, 16, 3
800, 1600, 200, 0, im_004_017_004.png, 3, 16, 3
1900, 1600, 200, 0, im_015_017_004.png, 14, 16, 3
2000, 1600, 200, 0, im_016_017_004.png, 15, 16, 3
2100, 1600, 200, 0, im_017_017_004.png, 16, 16, 3
2500, 1600, 200, 0, im_021_017_004.png, 20, 16, 3
2600, 1600, 200, 0, im_022_017_004.png, 21, 16, 3
2700, 1600, 200, 0, im_023_017_004.png, 22, 16, 3
2800, 1600, 200, 0, im_024_017_004.png, 23, 16, 3
500, 0, 400, 0, im_001_001_005.png, 0, 0, 4
